Date,Open,High,Low,Close,Adj Close,Daily % Return,Deviation from mean,Event,,
7/19/1984,151.40,151.40,150.27,150.37,150.37,-0.68%,-0.7%,,,
7/20/1984,150.37,150.58,149.07,149.55,149.55,-0.55%,-0.6%,,,
7/23/1984,149.55,149.55,147.85,148.95,148.95,-0.40%,-0.4%,,,
7/24/1984,148.95,149.28,147.78,147.82,147.82,-0.76%,-0.8%,,,
7/25/1984,147.82,149.30,147.26,148.83,148.83,0.68%,0.6%,,,
7/26/1984,148.83,150.16,148.83,150.08,150.08,0.84%,0.8%,,,
7/27/1984,150.08,151.38,149.99,151.19,151.19,0.74%,0.7%,,,
7/30/1984,151.19,151.19,150.14,150.19,150.19,-0.66%,-0.7%,,,
7/31/1984,150.19,150.77,149.65,150.66,150.66,0.31%,0.3%,,,
8/1/1984,150.66,154.08,150.66,154.08,154.08,2.27%,2.2%,,,
8/2/1984,154.08,157.99,154.08,157.99,157.99,2.54%,2.5%,,,
8/3/1984,160.28,162.56,158.00,162.35,162.35,2.76%,2.7%,,,
8/6/1984,162.35,165.27,162.09,162.60,162.60,0.15%,0.1%,,,
8/7/1984,162.60,163.58,160.81,162.72,162.72,0.07%,0.0%,,,
8/8/1984,162.71,163.87,161.75,161.75,161.75,-0.60%,-0.6%,,,
8/9/1984,161.75,165.88,161.47,165.54,165.54,2.34%,2.3%,,,
8/10/1984,165.54,168.59,165.24,165.42,165.42,-0.07%,-0.1%,,,
8/13/1984,164.84,165.49,163.98,165.43,165.43,0.01%,0.0%,,,
8/14/1984,165.43,166.09,164.28,164.42,164.42,-0.61%,-0.6%,,,
8/15/1984,164.42,164.42,162.75,162.80,162.80,-0.99%,-1.0%,,,
8/16/1984,162.80,164.42,162.75,163.77,163.77,0.60%,0.6%,,,
8/17/1984,164.30,164.61,163.78,164.14,164.14,0.23%,0.2%,,,
8/20/1984,164.14,164.94,163.76,164.94,164.94,0.49%,0.5%,,,
8/21/1984,164.94,168.22,164.93,167.83,167.83,1.75%,1.7%,,,
8/22/1984,167.83,168.80,166.92,167.06,167.06,-0.46%,-0.5%,,,
8/23/1984,167.06,167.78,166.61,167.12,167.12,0.04%,0.0%,,,
8/24/1984,167.12,167.52,167.12,167.51,167.51,0.23%,0.2%,,,
8/27/1984,167.51,167.51,165.81,166.44,166.44,-0.64%,-0.7%,,,
8/28/1984,166.44,167.43,166.21,167.40,167.40,0.58%,0.5%,,,
8/29/1984,167.40,168.21,167.03,167.09,167.09,-0.19%,-0.2%,,,
8/30/1984,167.10,167.19,166.55,166.60,166.60,-0.29%,-0.3%,,,
8/31/1984,166.60,166.68,165.78,166.68,166.68,0.05%,0.0%,,,
9/4/1984,166.68,166.68,164.73,164.88,164.88,-1.08%,-1.1%,,,
9/5/1984,164.88,164.88,163.84,164.29,164.29,-0.36%,-0.4%,,,
9/6/1984,164.29,165.95,164.29,165.65,165.65,0.83%,0.8%,,,
9/7/1984,165.65,166.31,164.22,164.37,164.37,-0.77%,-0.8%,,,
9/10/1984,164.37,165.05,163.06,164.26,164.26,-0.07%,-0.1%,,,
9/11/1984,165.22,166.17,164.28,164.45,164.45,0.12%,0.1%,,,
9/12/1984,164.45,164.81,164.14,164.68,164.68,0.14%,0.1%,,,
9/13/1984,164.68,167.94,164.68,167.94,167.94,1.98%,1.9%,,,
9/14/1984,167.94,169.65,167.94,168.78,168.78,0.50%,0.5%,,,
9/17/1984,168.78,169.37,167.99,168.87,168.87,0.05%,0.0%,,,
9/18/1984,168.87,168.87,167.64,167.65,167.65,-0.72%,-0.8%,,,
9/19/1984,167.65,168.76,166.89,166.94,166.94,-0.42%,-0.5%,,,
9/20/1984,166.94,167.47,166.70,167.47,167.47,0.32%,0.3%,,,
9/21/1984,167.47,168.67,165.66,165.67,165.67,-1.07%,-1.1%,,,
9/24/1984,165.67,166.12,164.98,165.28,165.28,-0.24%,-0.3%,,,
9/25/1984,165.28,165.97,164.45,165.62,165.62,0.21%,0.2%,,,
9/26/1984,165.62,167.20,165.61,166.28,166.28,0.40%,0.4%,,,
9/27/1984,166.75,167.18,166.33,166.96,166.96,0.41%,0.4%,,,
9/28/1984,166.96,166.96,165.77,166.10,166.10,-0.52%,-0.5%,,,
10/1/1984,166.10,166.10,164.48,164.62,164.62,-0.89%,-0.9%,,,
10/2/1984,164.62,165.24,163.55,163.59,163.59,-0.63%,-0.7%,,,
10/3/1984,163.59,163.59,162.20,162.44,162.44,-0.70%,-0.7%,,,
10/4/1984,162.44,163.22,162.44,162.92,162.92,0.30%,0.3%,,,
10/5/1984,162.92,163.32,162.51,162.68,162.68,-0.15%,-0.2%,,,
10/8/1984,162.68,162.68,161.80,162.13,162.13,-0.34%,-0.4%,,,
10/9/1984,162.13,162.84,161.62,161.67,161.67,-0.28%,-0.3%,,,
10/10/1984,161.67,162.12,160.02,162.11,162.11,0.27%,0.2%,,,
10/11/1984,162.11,162.87,162.00,162.78,162.78,0.41%,0.4%,,,
10/12/1984,162.78,164.47,162.78,164.18,164.18,0.86%,0.8%,,,
10/15/1984,164.18,166.15,164.09,165.77,165.77,0.97%,0.9%,,,
10/16/1984,165.78,165.78,164.66,164.78,164.78,-0.60%,-0.6%,,,
10/17/1984,164.78,165.04,163.71,164.14,164.14,-0.39%,-0.4%,,,
10/18/1984,164.14,168.10,163.80,168.10,168.10,2.41%,2.4%,,,
10/19/1984,168.08,169.62,167.31,167.96,167.96,-0.08%,-0.1%,,,
10/22/1984,167.96,168.36,167.26,167.36,167.36,-0.36%,-0.4%,,,
10/23/1984,167.36,168.27,166.83,167.09,167.09,-0.16%,-0.2%,,,
10/24/1984,167.09,167.54,166.82,167.20,167.20,0.07%,0.0%,,,
10/25/1984,167.20,167.62,166.17,166.31,166.31,-0.53%,-0.6%,,,
10/26/1984,166.31,166.31,164.93,165.29,165.29,-0.61%,-0.6%,,,
10/29/1984,165.29,165.29,164.67,164.78,164.78,-0.31%,-0.3%,,,
10/30/1984,164.78,167.33,164.78,166.84,166.84,1.25%,1.2%,,,
10/31/1984,166.74,166.95,165.99,166.09,166.09,-0.45%,-0.5%,,,
11/1/1984,166.09,167.83,166.09,167.49,167.49,0.84%,0.8%,,,
11/2/1984,167.49,167.95,167.24,167.42,167.42,-0.04%,-0.1%,,,
11/5/1984,167.42,168.65,167.33,168.58,168.58,0.69%,0.7%,,,
11/6/1984,168.58,170.41,168.58,170.41,170.41,1.09%,1.1%,,,
11/7/1984,170.41,170.41,168.44,169.17,169.17,-0.73%,-0.8%,,,
11/8/1984,169.19,169.27,168.27,168.68,168.68,-0.29%,-0.3%,,,
11/9/1984,168.68,169.46,167.44,167.60,167.60,-0.64%,-0.7%,,,
11/12/1984,167.65,167.65,166.67,167.36,167.36,-0.14%,-0.2%,,,
11/13/1984,167.36,167.38,165.79,165.97,165.97,-0.83%,-0.9%,,,
11/14/1984,165.97,166.43,165.39,165.99,165.99,0.01%,0.0%,,,
11/15/1984,165.99,166.49,165.61,165.89,165.89,-0.06%,-0.1%,,,
11/16/1984,165.89,166.24,164.09,164.10,164.10,-1.08%,-1.1%,,,
11/19/1984,164.10,164.34,163.03,163.09,163.09,-0.62%,-0.7%,,,
11/20/1984,163.10,164.47,163.10,164.18,164.18,0.67%,0.6%,,,
11/21/1984,164.18,164.68,163.29,164.51,164.51,0.20%,0.2%,,,
11/23/1984,164.52,166.92,164.52,166.92,166.92,1.46%,1.4%,,,
11/26/1984,166.92,166.92,165.37,165.55,165.55,-0.82%,-0.9%,,,
11/27/1984,165.55,166.85,165.07,166.29,166.29,0.45%,0.4%,,,
11/28/1984,166.29,166.90,164.97,165.02,165.02,-0.76%,-0.8%,,,
11/29/1984,165.02,165.02,163.78,163.91,163.91,-0.67%,-0.7%,,,
11/30/1984,163.91,163.91,162.99,163.58,163.58,-0.20%,-0.2%,,,
12/3/1984,163.58,163.58,162.29,162.82,162.82,-0.46%,-0.5%,,,
12/4/1984,162.82,163.91,162.82,163.38,163.38,0.34%,0.3%,,,
12/5/1984,163.38,163.40,161.93,162.10,162.10,-0.78%,-0.8%,,,
12/6/1984,162.10,163.11,161.76,162.76,162.76,0.41%,0.4%,,,
12/7/1984,162.76,163.31,162.26,162.26,162.26,-0.31%,-0.3%,,,
12/10/1984,162.26,163.32,161.54,162.83,162.83,0.35%,0.3%,,,
12/11/1984,162.83,163.18,162.56,163.07,163.07,0.15%,0.1%,,,
12/12/1984,163.07,163.18,162.55,162.63,162.63,-0.27%,-0.3%,,,
12/13/1984,162.63,162.92,161.54,161.81,161.81,-0.50%,-0.5%,,,
12/14/1984,161.81,163.53,161.63,162.69,162.69,0.54%,0.5%,,,
12/17/1984,162.69,163.63,162.44,163.61,163.61,0.57%,0.5%,,,
12/18/1984,163.61,168.11,163.61,168.11,168.11,2.75%,2.7%,,,
12/19/1984,168.11,169.03,166.84,167.16,167.16,-0.57%,-0.6%,,,
12/20/1984,167.16,167.58,166.29,166.38,166.38,-0.47%,-0.5%,,,
12/21/1984,166.34,166.38,164.62,165.51,165.51,-0.52%,-0.6%,,,
12/24/1984,165.51,166.93,165.50,166.76,166.76,0.76%,0.7%,,,
12/26/1984,166.76,166.76,166.29,166.47,166.47,-0.17%,-0.2%,,,
12/27/1984,166.47,166.50,165.62,165.75,165.75,-0.43%,-0.5%,,,
12/28/1984,165.75,166.32,165.67,166.26,166.26,0.31%,0.3%,,,
12/31/1984,166.26,167.34,166.06,167.24,167.24,0.59%,0.6%,,,
1/2/1985,167.20,167.20,165.19,165.37,165.37,-1.12%,-1.2%,,,
1/3/1985,165.37,166.11,164.38,164.57,164.57,-0.48%,-0.5%,,,
1/4/1985,164.55,164.55,163.36,163.68,163.68,-0.54%,-0.6%,,,
1/7/1985,163.68,164.71,163.68,164.24,164.24,0.34%,0.3%,,,
1/8/1985,164.24,164.59,163.91,163.99,163.99,-0.15%,-0.2%,,,
1/9/1985,163.99,165.57,163.99,165.18,165.18,0.73%,0.7%,,,
1/10/1985,165.18,168.31,164.99,168.31,168.31,1.89%,1.9%,,,
1/11/1985,168.31,168.72,167.58,167.91,167.91,-0.24%,-0.3%,,,
1/14/1985,167.91,170.55,167.58,170.51,170.51,1.55%,1.5%,,,
1/15/1985,170.51,171.82,170.40,170.81,170.81,0.18%,0.1%,,,
1/16/1985,170.81,171.94,170.41,171.19,171.19,0.22%,0.2%,,,
1/17/1985,171.19,171.34,170.22,170.73,170.73,-0.27%,-0.3%,,,
1/18/1985,170.73,171.42,170.66,171.32,171.32,0.35%,0.3%,,,
1/21/1985,171.32,175.45,171.31,175.23,175.23,2.28%,2.2%,,,
1/22/1985,175.23,176.63,175.14,175.48,175.48,0.14%,0.1%,,,
1/23/1985,175.48,177.30,175.15,177.30,177.30,1.04%,1.0%,,,
1/24/1985,177.30,178.16,176.56,176.71,176.71,-0.33%,-0.4%,,,
1/25/1985,176.71,177.75,176.54,177.35,177.35,0.36%,0.3%,,,
1/28/1985,177.35,178.19,176.56,177.40,177.40,0.03%,0.0%,,,
1/29/1985,177.40,179.19,176.58,179.18,179.18,1.00%,1.0%,,,
1/30/1985,179.18,180.27,179.05,179.39,179.39,0.12%,0.1%,,,
1/31/1985,179.39,179.83,178.56,179.63,179.63,0.13%,0.1%,,,
2/1/1985,179.63,179.63,178.44,178.63,178.63,-0.56%,-0.6%,,,
2/4/1985,178.63,180.35,177.75,180.35,180.35,0.96%,0.9%,,,
2/5/1985,180.35,181.53,180.07,180.61,180.61,0.14%,0.1%,,,
2/6/1985,180.61,181.50,180.32,180.43,180.43,-0.10%,-0.1%,,,
2/7/1985,180.43,181.96,180.43,181.82,181.82,0.77%,0.7%,,,
2/8/1985,181.82,182.39,181.67,182.19,182.19,0.20%,0.2%,,,
2/11/1985,182.19,182.19,180.11,180.51,180.51,-0.92%,-1.0%,,,
2/12/1985,180.51,180.75,179.45,180.56,180.56,0.03%,0.0%,,,
2/13/1985,180.56,183.86,180.50,183.35,183.35,1.55%,1.5%,,,
2/14/1985,183.35,183.95,182.39,182.41,182.41,-0.51%,-0.5%,,,
2/15/1985,182.41,182.65,181.23,181.60,181.60,-0.44%,-0.5%,,,
2/19/1985,181.60,181.61,180.95,181.33,181.33,-0.15%,-0.2%,,,
2/20/1985,181.33,182.10,180.64,181.18,181.18,-0.08%,-0.1%,,,
2/21/1985,181.18,181.18,180.02,180.19,180.19,-0.55%,-0.6%,,,
2/22/1985,180.19,180.41,179.23,179.36,179.36,-0.46%,-0.5%,,,
2/25/1985,179.36,179.36,178.13,179.23,179.23,-0.07%,-0.1%,,,
2/26/1985,179.23,181.58,179.16,181.17,181.17,1.08%,1.0%,,,
2/27/1985,181.17,181.87,180.50,180.71,180.71,-0.25%,-0.3%,,,
2/28/1985,180.71,181.21,180.33,181.18,181.18,0.26%,0.2%,,,
3/1/1985,181.18,183.89,181.16,183.23,183.23,1.13%,1.1%,,,
3/4/1985,183.23,183.41,181.40,182.06,182.06,-0.64%,-0.7%,,,
3/5/1985,182.06,182.65,181.42,182.23,182.23,0.09%,0.1%,,,
3/6/1985,182.23,182.25,180.59,180.65,180.65,-0.87%,-0.9%,,,
3/7/1985,180.65,180.65,179.44,179.51,179.51,-0.63%,-0.7%,,,
3/8/1985,179.51,179.97,179.07,179.10,179.10,-0.23%,-0.3%,,,
3/11/1985,179.10,179.46,178.15,178.79,178.79,-0.17%,-0.2%,,,
3/12/1985,178.79,180.14,178.70,179.66,179.66,0.49%,0.5%,,,
3/13/1985,179.66,179.96,178.02,178.19,178.19,-0.82%,-0.9%,,,
3/14/1985,178.19,178.53,177.61,177.84,177.84,-0.20%,-0.2%,,,
3/15/1985,177.84,178.41,176.53,176.53,176.53,-0.74%,-0.8%,,,
3/18/1985,176.53,177.66,176.53,176.88,176.88,0.20%,0.2%,,,
3/19/1985,176.88,179.56,176.87,179.54,179.54,1.50%,1.5%,,,
3/20/1985,179.54,179.78,178.79,179.08,179.08,-0.26%,-0.3%,,,
3/21/1985,179.08,180.22,178.89,179.35,179.35,0.15%,0.1%,,,
3/22/1985,179.35,179.92,178.86,179.04,179.04,-0.17%,-0.2%,,,
3/25/1985,179.04,179.04,177.85,177.97,177.97,-0.60%,-0.6%,,,
3/26/1985,177.97,178.86,177.88,178.43,178.43,0.26%,0.2%,,,
3/27/1985,178.43,179.80,178.43,179.54,179.54,0.62%,0.6%,,,
3/28/1985,179.54,180.60,179.43,179.54,179.54,0.00%,0.0%,,,
3/29/1985,179.54,180.66,179.54,180.66,180.66,0.62%,0.6%,,,
4/1/1985,180.66,181.27,180.43,181.27,181.27,0.34%,0.3%,,,
4/2/1985,181.27,181.86,180.28,180.53,180.53,-0.41%,-0.4%,,,
4/3/1985,180.53,180.53,178.64,179.11,179.11,-0.79%,-0.8%,,,
4/4/1985,179.11,179.13,178.29,179.03,179.03,-0.04%,-0.1%,,,
4/8/1985,179.03,179.46,177.86,178.03,178.03,-0.56%,-0.6%,,,
4/9/1985,178.03,178.67,177.97,178.21,178.21,0.10%,0.1%,,,
4/10/1985,178.21,179.90,178.21,179.42,179.42,0.68%,0.6%,,,
4/11/1985,179.42,180.91,179.42,180.19,180.19,0.43%,0.4%,,,
4/12/1985,180.19,180.55,180.06,180.54,180.54,0.19%,0.2%,,,
4/15/1985,180.54,181.15,180.45,180.92,180.92,0.21%,0.2%,,,
4/16/1985,180.92,181.78,180.19,181.20,181.20,0.15%,0.1%,,,
4/17/1985,181.20,181.91,181.14,181.68,181.68,0.26%,0.2%,,,
4/18/1985,181.68,182.56,180.75,180.84,180.84,-0.46%,-0.5%,,,
4/19/1985,180.84,181.25,180.42,181.11,181.11,0.15%,0.1%,,,
4/22/1985,181.11,181.23,180.25,180.70,180.70,-0.23%,-0.3%,,,
4/23/1985,180.70,181.97,180.34,181.88,181.88,0.65%,0.6%,,,
4/24/1985,181.88,182.27,181.74,182.26,182.26,0.21%,0.2%,,,
4/25/1985,182.26,183.43,182.12,183.43,183.43,0.64%,0.6%,,,
4/26/1985,183.43,183.61,182.11,182.18,182.18,-0.68%,-0.7%,,,
4/29/1985,182.18,182.34,180.62,180.63,180.63,-0.85%,-0.9%,,,
4/30/1985,180.63,180.63,178.86,179.83,179.83,-0.44%,-0.5%,,,
5/1/1985,179.83,180.04,178.35,178.37,178.37,-0.81%,-0.8%,,,
5/2/1985,178.37,179.01,178.37,179.01,179.01,0.36%,0.3%,,,
5/3/1985,179.01,180.30,179.01,180.08,180.08,0.60%,0.6%,,,
5/6/1985,180.08,180.56,179.82,179.99,179.99,-0.05%,-0.1%,,,
5/7/1985,179.99,181.09,179.87,180.76,180.76,0.43%,0.4%,,,
5/8/1985,180.76,180.76,179.96,180.62,180.62,-0.08%,-0.1%,,,
5/9/1985,180.62,181.97,180.62,181.92,181.92,0.72%,0.7%,,,
5/10/1985,181.92,184.74,181.92,184.28,184.28,1.30%,1.3%,,,
5/13/1985,184.28,184.61,184.19,184.61,184.61,0.18%,0.1%,,,
5/14/1985,184.61,185.17,183.65,183.87,183.87,-0.40%,-0.4%,,,
5/15/1985,183.87,185.43,183.86,184.54,184.54,0.36%,0.3%,,,
5/16/1985,184.54,185.74,184.54,185.66,185.66,0.61%,0.6%,,,
5/17/1985,185.66,187.94,185.47,187.42,187.42,0.95%,0.9%,,,
5/20/1985,187.42,189.98,187.42,189.72,189.72,1.23%,1.2%,,,
5/21/1985,189.72,189.81,188.78,189.64,189.64,-0.04%,-0.1%,,,
5/22/1985,189.64,189.64,187.71,188.56,188.56,-0.57%,-0.6%,,,
5/23/1985,188.56,188.56,187.45,187.60,187.60,-0.51%,-0.5%,,,
5/24/1985,187.60,188.29,187.29,188.29,188.29,0.37%,0.3%,,,
5/28/1985,188.29,188.94,187.38,187.86,187.86,-0.23%,-0.3%,,,
5/29/1985,187.86,187.86,187.11,187.68,187.68,-0.10%,-0.1%,,,
5/30/1985,187.68,188.04,187.09,187.75,187.75,0.04%,0.0%,,,
5/31/1985,187.75,189.59,187.45,189.55,189.55,0.96%,0.9%,,,
6/3/1985,189.55,190.36,188.93,189.32,189.32,-0.12%,-0.2%,,,
6/4/1985,189.32,190.27,188.88,190.04,190.04,0.38%,0.3%,,,
6/5/1985,190.04,191.02,190.04,190.16,190.16,0.06%,0.0%,,,
6/6/1985,189.75,191.06,189.13,191.06,191.06,0.47%,0.4%,,,
6/7/1985,191.06,191.29,189.55,189.68,189.68,-0.72%,-0.8%,,,
6/10/1985,189.68,189.68,188.82,189.51,189.51,-0.09%,-0.1%,,,
6/11/1985,189.51,189.61,188.78,189.04,189.04,-0.25%,-0.3%,,,
6/12/1985,189.04,189.04,187.59,187.61,187.61,-0.76%,-0.8%,,,
6/13/1985,187.61,187.61,185.03,185.33,185.33,-1.22%,-1.3%,,,
6/14/1985,185.33,187.10,185.33,187.10,187.10,0.96%,0.9%,,,
6/17/1985,187.10,187.10,185.98,186.53,186.53,-0.30%,-0.3%,,,
6/18/1985,186.53,187.65,186.51,187.34,187.34,0.43%,0.4%,,,
6/19/1985,187.34,187.98,186.63,186.63,186.63,-0.38%,-0.4%,,,
6/20/1985,186.63,186.74,185.97,186.73,186.73,0.05%,0.0%,,,
6/21/1985,186.73,189.66,186.43,189.61,189.61,1.54%,1.5%,,,
6/24/1985,188.77,189.61,187.84,189.15,189.15,-0.24%,-0.3%,,,
6/25/1985,189.15,190.96,189.15,189.74,189.74,0.31%,0.3%,,,
6/26/1985,189.74,190.26,189.44,190.06,190.06,0.17%,0.1%,,,
6/27/1985,190.06,191.36,190.06,191.23,191.23,0.62%,0.6%,,,
6/28/1985,191.23,191.85,191.04,191.85,191.85,0.32%,0.3%,,,
7/1/1985,191.85,192.43,191.17,192.43,192.43,0.30%,0.3%,,,
7/2/1985,192.43,192.63,191.84,192.01,192.01,-0.22%,-0.3%,,,
7/3/1985,192.01,192.08,191.37,191.45,191.45,-0.29%,-0.3%,,,
7/5/1985,191.45,192.67,191.45,192.52,192.52,0.56%,0.5%,,,
7/8/1985,192.47,192.52,191.26,191.93,191.93,-0.31%,-0.3%,,,
7/9/1985,191.93,191.93,190.81,191.05,191.05,-0.46%,-0.5%,,,
7/10/1985,191.05,192.37,190.99,192.37,192.37,0.69%,0.7%,,,
7/11/1985,192.37,192.95,192.28,192.94,192.94,0.30%,0.3%,,,
7/12/1985,192.94,193.32,192.64,193.29,193.29,0.18%,0.1%,,,
7/15/1985,193.29,193.84,192.55,192.72,192.72,-0.29%,-0.3%,,,
7/16/1985,192.72,194.72,192.72,194.72,194.72,1.04%,1.0%,,,
7/17/1985,194.86,196.07,194.72,195.65,195.65,0.48%,0.4%,,,
7/18/1985,195.65,195.65,194.34,194.38,194.38,-0.65%,-0.7%,,,
7/19/1985,194.38,195.13,194.28,195.13,195.13,0.39%,0.4%,,,
7/22/1985,195.13,195.13,193.58,194.35,194.35,-0.40%,-0.4%,,,
7/23/1985,194.35,194.98,192.28,192.55,192.55,-0.93%,-1.0%,,,
7/24/1985,192.55,192.55,190.66,191.58,191.58,-0.50%,-0.5%,,,
7/25/1985,191.58,192.23,191.17,192.06,192.06,0.25%,0.2%,,,
7/26/1985,192.06,192.78,191.58,192.40,192.40,0.18%,0.1%,,,
7/29/1985,192.40,192.42,189.53,189.60,189.60,-1.46%,-1.5%,,,
7/30/1985,189.62,190.05,189.30,189.93,189.93,0.17%,0.1%,,,
7/31/1985,189.93,191.33,189.93,190.92,190.92,0.52%,0.5%,,,
8/1/1985,190.92,192.17,190.91,192.11,192.11,0.62%,0.6%,,,
8/2/1985,192.11,192.11,191.27,191.48,191.48,-0.33%,-0.4%,,,
8/5/1985,191.48,191.48,189.95,190.62,190.62,-0.45%,-0.5%,,,
8/6/1985,190.62,190.72,187.87,187.93,187.93,-1.41%,-1.4%,,,
8/7/1985,187.93,187.93,187.39,187.68,187.68,-0.13%,-0.2%,,,
8/8/1985,187.68,188.96,187.68,188.95,188.95,0.68%,0.6%,,,
8/9/1985,188.95,189.05,188.11,188.32,188.32,-0.33%,-0.4%,,,
8/12/1985,188.32,188.32,187.43,187.63,187.63,-0.37%,-0.4%,,,
8/13/1985,187.63,188.15,186.51,187.30,187.30,-0.18%,-0.2%,,,
8/14/1985,187.30,187.87,187.30,187.41,187.41,0.06%,0.0%,,,
8/15/1985,187.41,187.74,186.62,187.26,187.26,-0.08%,-0.1%,,,
8/16/1985,187.26,187.26,186.10,186.10,186.10,-0.62%,-0.7%,,,
8/19/1985,186.10,186.82,186.10,186.38,186.38,0.15%,0.1%,,,
8/20/1985,186.38,188.27,186.38,188.08,188.08,0.91%,0.9%,,,
8/21/1985,188.08,189.16,188.08,189.16,189.16,0.57%,0.5%,,,
8/22/1985,189.11,189.23,187.20,187.36,187.36,-0.95%,-1.0%,,,
8/23/1985,187.22,187.35,186.59,187.17,187.17,-0.10%,-0.1%,,,
8/26/1985,187.17,187.44,186.46,187.31,187.31,0.07%,0.0%,,,
8/27/1985,187.31,188.10,187.31,188.10,188.10,0.42%,0.4%,,,
8/28/1985,188.10,188.83,187.90,188.83,188.83,0.39%,0.4%,,,
8/29/1985,188.73,188.94,188.38,188.93,188.93,0.05%,0.0%,,,
8/30/1985,188.93,189.13,188.00,188.63,188.63,-0.16%,-0.2%,,,
9/3/1985,188.63,188.63,187.38,187.91,187.91,-0.38%,-0.4%,,,
9/4/1985,187.91,187.92,186.97,187.37,187.37,-0.29%,-0.3%,,,
9/5/1985,187.37,187.52,186.89,187.27,187.27,-0.05%,-0.1%,,,
9/6/1985,187.27,188.43,187.27,188.24,188.24,0.52%,0.5%,,,
9/9/1985,188.24,188.80,187.90,188.25,188.25,0.01%,0.0%,,,
9/10/1985,188.25,188.26,186.50,186.90,186.90,-0.72%,-0.8%,,,
9/11/1985,186.90,186.90,184.79,185.03,185.03,-1.00%,-1.0%,,,
9/12/1985,185.03,185.21,183.49,183.69,183.69,-0.72%,-0.8%,,,
9/13/1985,183.69,184.19,182.05,182.91,182.91,-0.42%,-0.5%,,,
9/16/1985,182.91,182.91,182.45,182.88,182.88,-0.02%,-0.1%,,,
